Author,Date,Text,Location
JanThomson,2019-11-04 0:37,Mum  who died after altercation pictured as murder probe launched httpstcoUVGayZhTW,NaN
Duckiegg,2019-11-04 0:38,Halifax named as one of the healthiest towns in the UK httpstcobmGxkTIS,NaN
kathyheskett,2019-11-04 0:39,coachoncall Grateful for Birch trees a wonderful weekend scheduling a much needed Celebrate Kathy Day friends httpstcotIyYjovil,Halifax Nova Scotia Canada
letmeKISHyou,2019-11-04 0:39,halifax is so damn beautiful ,NaN
everylothfx,2019-11-04 0:40, Fir Lane Tantallon Halifax httpstcoqwJsqElORi,Halifax Nova Scotia
JonathanAlain,2019-11-04 0:40,RT MarieMaiReal Geez my friend  httpstcocEtnwVDdt,NaN
ChrisHowley,2019-11-04 0:40,RT artrockpopfilm Saw this today reecedinsdale  what a lovely tribute xx piecehall Halifax httpstcoOInLrDcQ,Wallasey England
misterwashburn,2019-11-04 0:40,MrMillerCodes Getting on the bike in about  mins Just got home today from keynoting a conference in Halifax Sp httpstcoSHeQCcimMa,Barrie Ontario
KristaCarrNB,2019-11-04 0:41,Pleased to have been invited to speak about the influence the voices of families have had in advancing inclusive ed httpstcoJbCpoJMN,New Brunswick Canada
michellegoats,2019-11-04 0:43,"RT HFXAgainstHate Halifax mayoral candidate Matt Whitman supports white power advocate Faith Goldy

nspoli httpstcoUNygHiTfXv",Kjipuktuk Mikmaki
bipolar,2019-11-04 0:44,WAITING FOR HOUSEMATE TEACHING HIM NOT TO STEAL MY THINGS OR ANYONES  drinking everything alcoholic in httpstcotKoiNAj,halifax 
GregGregjf,2019-11-03 23:31,RT Bandreescu  tho this szn has been insane Blessings on blessingsthank you God amp thank you to everyone who supports me throug,pembroke on canada
ruthlesspodkyle,2019-11-03 23:31,SeanRossSapp Ruffles All Dressed are my absolute favorite chips Thank you Canada,Parts Unknown
AmRafiSabani,2019-11-03 23:31,"RT ComRanker Smartest countries in the world 

 Japan
 Switzerland
 China
 United States
 Netherlands
 Russia
 Belgi",Greater Accra Ghana
aerupp,2019-11-03 23:31,It supposed to snow on Sunday Tell me again why I wanna move to Canada,dc  mtl
wrikent,2019-11-03 23:31,RT cselley Oh snap Caroline and Ben BOTH run Hello reality show Canadas Next Top Mulroney httpstcogrUFmcKdM,BoutoucheNB
amwcb,2019-11-03 23:31,ravenking masuruha doubletapper PennyLe wwwillstand MarilynLavala FaithIn USAtruepatriot httpstcoUDXnKiwVu,United States
Jimmy,2019-11-03 23:31,"RT mannyottawa Canada vs Quebec 

Immigration values test   vs 
Bill  no religious wear   vs 
Dumping sewage in rivers   vs",Earth
WesenbergFred,2019-11-03 23:31,"RT mannyottawa WARNING  
If you are triggered about ClimateCrisis and as afraid as GretaThunberg dont read this tweet

China
",Great White North
wigglesway,2019-11-03 23:31,"RT LeonardRoxon Calgarybased Encana moving to US due to Trudeau Liberal hostile antiOil policies

Canada loses
Crazed alarmism amp th",Canada
RonChrist,2019-11-03 23:31,Youre blocked blockhead,NaN
NoMoreBooks,2019-11-03 23:31,RT gtlem AB Premier Jason Kenney is playing a dangerous game  The more he bashes Justin Trudeau the less sympathy the rest of Canada,NaN
BusTrav,2019-11-03 23:31,Air Canada to wetlease B As  httpstcoXMTnwvlg businesstravel travel,Global
ChazGSomersRP,2019-11-03 23:31,Charles Chaz Graham Somers was born on October th  in Stratford Ontario Canada,NaN
mkultralaser,2019-11-03 23:31,unreliable narrator cites unreliable witness as evidence they were saying boourns classic eric jr httpstcouLpaPNcuX,pdx
joannewhelpton,2019-11-03 23:31,"RT WBrettWilson Maybe explain the absence of policy adding a carbon tax to COAL we ship in ever increasing quantities to China

Hint  w",NaN
happytrails,2019-11-03 23:31,RT Donimil Trudeau jr is the Worst Prime minister Canada has ever had httpstcoIwPpZOxCEO,NaN
Deadspeak,2019-11-03 23:31,GWayFUN This was before tickets were out Just like when the internet was finding out that it happened But YES httpstcoTkNEPBNP,NaN
gerritheikamp,2019-11-03 23:31,RT OttawaPolitico Something is fundamentally wrong and unbalanced here If this isnt a constitutional challenge then I dont know what,Calgary Alberta
BatistaGii,2019-11-03 23:31,RT BrazilianReport The Brazilian ruling aligns with similar decisions in the US and Canada Courts in all three countries determined th,NaN
dilxmin,2019-11-03 23:31,"RT liiljujuu HELP MY HUSBAND STAY IN CANADA  Sign the Petition httpstcoVCqXGltVi via CdnChange

Hey I know this is random but my",tarragona
audreyrsutton,2019-11-03 23:31,RT FuzzyWuzzyTO apihtawikosisan Indeed httpstcolxPupWoz,NaN
TransLink,2019-11-03 23:31,SeaBus will be sailing every  min from pmuntil the end of the service day with the pm and pm round t httpstcoWRlCNmyHU,Metro Vancouver
TeePeeDg,2019-11-03 23:31,RT romanticboy Californias economy is bigger than Uk Indian France Italy Brazil Canada Finland Australia Denmark Austria Qa,Lagos Nigeria
rentcarinbali,2019-11-03 23:31,RT LotusRancon Canadas Ultramodern Holistic Wellness Shop  MAGNOLIA httpstcobOEINXlm,Bali Indonesia
eKarlca,2019-11-03 23:31,tubemapper calendar  print will look great in Canada eh  ,Canada eh
canadiancharity,2019-11-03 23:31,Debtridden translation agency says it cant pay its freelancers  but still recruits them  CBC News httpstcoPfduTDvx,Toronto Ontario Canada
joannewhelpton,2019-11-03 23:31,RT MichelleRempel Still nothing from Trudeau about this httpstcoGBMvPPGEYt,NaN
RSigus,2019-11-03 23:31,"RT LeonardRoxon Calgarybased Encana moving to US due to Trudeau Liberal hostile antiOil policies

Canada loses
Crazed alarmism amp th",YouTuberayZOutdoorAdventures
Ks,2019-11-03 23:31,Its time for the US to catch up with the modern economy of Canada and Europe,United States
JanetTxBlessed,2019-11-03 23:31,RT amwcb ravenking masuruha doubletapper PennyLe wwwillstand MarilynLavala FaithIn USAtruepatriot Ag,Texas USA
ClerouxSheila,2019-11-03 23:31,RT GailVazOxlade Here in Canada weve stalled bc of conservatives who like to give our  to their rich friends httpstcouBTvATTlMg,Northern Ontario 
Sonicorp,2019-11-03 23:31,MikeHaracz Also need to bring back the CBO burger to Canada loved that chicken burger httpstcowKGLjZXZ,Winnipeg MB
JustCallMeAl,2019-11-03 23:32,RT dpakman I guess the upshot of realDonaldTrump using dog to insult people now is that hes less likely to misspell it httpstco,NaN
nNoela,2019-11-03 23:32,btscookybunny Haha I have lived in Calgary as well I noticed that when I watched the video yesterday  Western httpstcoQZFjbzGhSL,British Columbia Canada
Titania,2019-11-03 23:32,"RT COsweda Thread

This is the rationale that leftists always gave for allowing unfettered illegal immigration from Mexico

httpstco",Fairyland Under the Light of the Moon
Scotype,2019-11-03 23:32,"RT skerriesred aniobrien Whats a swerf

I cant keep up with my acronyms

Its getting very heavy Canada a weird melting pot right n",Scotland
vivianmtl,2019-11-03 23:32,RT maureenpolitics Im at a total loss as to the hate geared toward the west I have always loved Canada but lately Im more and more uns,Montreal
Barbbee,2019-11-03 23:32,RT derrickokeefe  marched in Montreal and  in Vancouver for climate But we couldnt have a climate debate But several hu,VanGroovy British Columbia
normhotchkiss,2019-11-03 23:32,RT garyfeltham Business investment in Canada is at a year low Why because the Trudeau Liberals are economic illiterates httpst,Ottawa Canada
eh,2019-11-03 23:32,"RT ssolyom Also Canada destroying the shale oil sector in Texas too And creating negative environment for oil amp gas worldwide

Bad Ca",NaN
ZaysevB,2019-11-03 23:32,National Bank of Canada Launches CAD  Innovation Competition httpstcoOqmJntolh startup,Miami FL
Berniemurph,2019-11-03 23:32,RT ballsdotie The Irish Womens Hockey Team have qualified for the  Olympics in Tokyo after a dramatic penalty shootout win over Can,CorkIreland
toujourstechie,2019-11-03 23:32,discovEDT We call these toques in Canada,Earth
choonkitng,2019-11-03 23:32,RT ShaunBryan Can someone please help Do sports cards classify as documents when shipping to Canada,Toronto Ontario
fiddy,2019-11-03 23:32,RT peta If you dont support this dont support Canada Goose httpstcoTkYIpSOc httpstcoCzftTdaLS,Hobart
bosshogg,2019-11-03 23:32,RT ErinNorrish A bit hypocritical to say the Alberta public sector should take a roll back You just took a  rollback and are still the,NaN
JungleStrikeGuy,2019-11-03 23:32,Vanessa also says her parents were progressive and moved to Canada in order to give her the opportunity to focus on httpstcoXeyLLtTlo,NaN
DrGillianBlack,2019-11-03 23:32,RT AlwynFJH Twitter Im only telling you this bc in the Referendum my flatmates were from NZ Canada amp Australia and NONE of them knew t,NaN
YangGangFam,2019-11-03 23:32,RT heyhero BrianSachs rachyuen AndrewYang In Canada you get emergency treatment right away But if we need to get imaging tests or,US
ItalianCentre,2019-11-03 23:32,GlobalJesus DYK that our one store in Little Italy sells more Kimbo coffee than anyone in Canadaespresso,Edmonton AB
chrismaspin,2019-11-03 23:32,RT sarthakgh three large research teams devoted to detecting coordinated influence campaigns on social media report they found littl,Jackson
synfid,2019-11-03 23:32,RT CapcomFighters Canada Cup   Top   CPT  httpstcoaoSpk,NaN
jwynen,2019-11-03 23:32,"RT kazweida I wouldnt blame Canada if they built a polite privacy hedge and left us to our own devices

httpstcosbIbVMtS",NaN
bullpamela,2019-11-03 23:32,"RT Sons Liberals against winning bigly
kag maga qanon
American football coach is suspended after team scores too much  BBC News",Michigan USA
rabidpandaren,2019-11-03 23:32,RT FuzzyWuzzyTO apihtawikosisan Indeed httpstcolxPupWoz,In a mailbox somwhere
Charlie,2019-11-03 23:32,RT CBCEdmonton MacEwan University eyes job cuts tuition hike in wake of grant reduction httpstcolYwySHwwtK httpstcowQtSzbDuw,NaN
alphadelta,2019-11-03 23:32,"RT mannyottawa WARNING  
If you are triggered about ClimateCrisis and as afraid as GretaThunberg dont read this tweet

China
",Canada 
gardentrix,2019-11-03 23:32,RT MississaugaMgs Provinces plans to change gravel pit rules could harm local water natural areas report  Its vital to stop companie,Toronto Ontario
wwwillstand,2019-11-03 23:32,RT amwcb ravenking masuruha doubletapper PennyLe wwwillstand MarilynLavala FaithIn USAtruepatriot Ag,Trumpville Virginia 
StephandSec,2019-11-03 23:32,RT SithLizz This isnt normal Lmao httpstcothALnEGn,
unfreshener,2019-11-03 23:32,RT Canada If you didnt think poutine was magical enough Torontos Enchanted Poutinerie has got you covered Looking like a mystical de,ганімед
StevenCloutier,2019-11-03 23:32,nspector Canada is being destroyed over the AGW lie  Not going to age well  cc sunlorrie,Alberta Canada
lessuidzuki,2019-11-03 23:32,RT sarthakgh three large research teams devoted to detecting coordinated influence campaigns on social media report they found littl,человекзагадка
TimmySportsPT,2019-11-03 23:32,Now I know why youre limping all week at the ISHA meeting Get well feel better and Ill see you for a cocktail a httpstcocSfXBALF,NaN
shaquedmorag,2019-11-03 23:32,The lousy and shameful Kahanist demonstration outside of the JSpaceCanada conference shows more than anything ho httpstcoCpfsJuGz,
jfkglynn,2019-11-03 23:32,RT RTEsport The Ireland womens hockey team have qualified for the Toyko Olympics after beating Canada  on penalties in Donnybrook htt,Dublin City Ireland
DionneAyanna,2019-11-03 23:32,Is it in Canada tho,toronto
treatysix,2019-11-03 23:32,RT angelamorales Joseflor hostiIekyle Im so glad I live in  where gay marriage has been legal since  where people dont e,Middle Earth
AllieGirl,2019-11-03 23:32,TrueNorthCentre What the hell is our Canada becoming  Scary is you ask me,Ontario Canada
Gubomaster,2019-11-03 23:32,"RT FPVaughanIII This is sick

Headline should be 

Judge Protects Those Who Groom Kids For Sex

Is grooming minors for sex something C",Cloud  Vegas
drumsnickent,2019-11-03 23:32,RT derrickokeefe  marched in Montreal and  in Vancouver for climate But we couldnt have a climate debate But several hu,London Ontario
DreadedHeathen,2019-11-03 23:32,bfornatoro existindirectly Monstermash vonceyb YahooNews janawinter hunterw CEDickson I believe one is httpstcotywMapZ,NaN
ZippyMcAwesome,2019-11-03 23:32,"GiuliaRozzi LinzDeFranco Haha Americans are so funny
You should try the weather in Canada",NaN
julinemariaa,2019-11-03 23:32,Thats it Im officially moving to Canada,brooklyn
KishanK,2019-11-03 23:32,"RT hari Dear SenatorDurbin Do you read your own chicagotribune  Did you miss this  httpstcoOJDxOaw
International kids are",NaN
Cagsy,2019-11-03 23:32,RT DrGillLeighton Of course not the laziest Prime Minister in Canadian history is having yet another holiday instead liar corrupt r,Canada
SheilaGunnReid,2019-11-03 23:32,RT ikwilson Wexit Why some Albertans want to separate from Canada httpstcozDPWKHgAhH,Upgrader Alley AB Canada
Faizal,2019-11-03 23:32,"RT hrw  Countries Blast China at UN Over Xinjiang Abuses

Albania
Australia
Austria
Belgium
Canada
Denmark
Estonia
Finland
France
Germ",NaN
FaresL,2019-11-03 23:32,MeekMill you gonna ever tour in Canada askmeek,Calgary Alberta
JonDunnett,2019-11-03 23:32,RT VennInnovation Innovation can happen in small rural communities  and looking at the data about New Brunswick and Canada we can se,Moncton New Brunswick
lovemyc,2019-11-03 23:32,Michael JustinTrudeau lopezobrador The NDP will never vote out turd boy Singh is here to destroy Cana httpstcoTggSoeR,NaN
fredhickey,2019-11-03 23:32,RT GailVazOxlade Here in Canada weve stalled bc of conservatives who like to give our  to their rich friends httpstcouBTvATTlMg,Toronto Ontario Canada
mannyottawa,2019-11-03 23:32,"UpCanuck GretaThunberg Damn it  billion NOT 

Europe  M
USA  M
Canada  M

 billion people",Ottawa Canada
Scotype,2019-11-03 23:32,Glad you asked  I cant keep up either,Scotland
stevenhld,2019-11-03 23:32,"RT mannyottawa WARNING  
If you are triggered about ClimateCrisis and as afraid as GretaThunberg dont read this tweet

China
",NaN
FormerlyHurogGi,2019-11-03 23:32,RT ksonney My God the train has WiFi Canada is already more civilized than the US,NaN
CBDme,2019-11-03 23:32,A  survey entitled women and weed asked  women across Canada and the US about their thoughts and habit httpstcoxKQawJDe,NaN
ParisWalker,2019-11-03 23:32,RT Sugarda Im a legit sugardaddy trust me Im here to help my real sugarbabies no sex no nude pics just wanna help to pay all yo,NaN
schneidz,2019-11-03 23:32,RT newmandustin Diving deeper into Oil Differential for Western Canada httpstcojNfinPa,NaN
unseenforces,2019-11-03 23:32,This has to be one of the most bizarre amp stupid thing to happenand for me to read Virtuesignaling PC nonsense a httpstcoUHLqAubW,Kathmandu Nepal
JustinSchafer,2019-11-03 23:32,HaveWeAllGoneM The Prince  hoping to get  Trillion No money in oil only in Canada  httpstcoXirukENr,Republic of Alberta 
aaroque,2019-11-03 23:32,RT Imamofpeace State Department says Iran still biggest state sponsor of terror spends B per year on proxies Theres no Iranian Embas,Florida USA
suzDaFlooz,2019-11-03 23:32,"RT LeonardRoxon Calgarybased Encana moving to US due to Trudeau Liberal hostile antiOil policies

Canada loses
Crazed alarmism amp th",Vancouver British Columbia
Paulanneocampo,2019-11-03 23:32,"Fave this amp ill send u a name

 Schoolclassmates
 months
 Yes as a fwend
 Nope babae eh
 Nung prac sa httpstcoEmwhWMLPGi",Baby dragons
tylerbanham,2019-11-03 23:32,RT RickAnderson Grew up in Québec Watched as separatism went through three decades of conflict The constant political uncertainty drove,ÜT 
denversunsponge,2019-11-03 23:32,RT MikeHudema Bangladesh has been installing  solar systems on residential roofs a month Theyre nearing  million Canada and th,Rocky Mountains
jaynedobloski,2019-11-03 23:32,RT OttawaPolitico Something is fundamentally wrong and unbalanced here If this isnt a constitutional challenge then I dont know what,Hamilton Ontario
parentchain,2019-11-03 23:32,CantankerousDen CaraPac EssexPR Of course I grew up in Canada There is no inheritance tax there Why a httpstcoQkeBelKcES,England United Kingdom
Cagsy,2019-11-03 23:32,RT KieserBill DrGillLeighton Hes not only the laziest PM in Canadian history hes the laziest Canadian in Canadas history,Canada
wrikent,2019-11-03 23:32,RT nathancullen Not once when a PM from Alberta was trying to force an oil pipeline down our throats here in Northern BC threatening our,BoutoucheNB
easymfpeasy,2019-11-03 23:32,I keep saying Im importing my man And thats on that He ready too Lol But the plan is to head to Canada,inna cove in da hood 
Authorkrbrown,2019-11-03 23:32,RT PapaJohns Just ordered PapaJohns Use promo code PAPATRACK for  off your next regular menu price order US amp Canada online only,West Va
reikigirl,2019-11-03 23:32,RT TheTorontoZoo Now through Nov we are hosting The Great War in Colour A New Look at Canadas First World War Efforts,Toronto Ontario
erosenheim,2019-11-03 23:32,Idk about Canada but this is completely ligit in Amsterdam mayos a little different thou,Haddon Heights NJ
SirEdDegreesOG,2019-11-03 23:32,RT CapcomFighters Canada Cup   Top   CPT  httpstcoaoSpk,Pennsylvania USA
gerritheikamp,2019-11-03 23:32,"RT WBrettWilson WEB POLL Do you think the west separating from Canada is a real possibility 

Take a go Offer your honest opinion h",Calgary Alberta
Gertrud,2019-11-03 23:32,RT BrettCMajor Lawrence Solomon If Alberta turns separatist the Rest of Canada is in big trouble  Financial Post httpstcotNnzmWU,Canada
BarbBhowe,2019-11-03 23:32,RT JCCWhyte In case you missed it there is one woman at the helm NWT elects Canadas only current female premier  CBC News https,Hamilton Ontario
ReisYankees,2019-11-03 23:32,erinnmarieeg Lol in Canada you have to paid for ambulance rides which is not cover under free health care,new york ny
Skywatcherb,2019-11-03 23:32,RT JacobiteJolly This is a country founded by Conservatives such as John A Macdonald and GeorgeEtienne Cartier for the profoundly cons,Canada
studentsfordemo,2019-11-03 23:32,RT NunzioReal studentsfordemo QueenbeeAxs RTcom I heard the boos from Canada ,Outside of Trump World
mannarlisa,2019-11-03 23:33,RT presscoreca Jewish leaders warned the US gov about the Israeli terrorist cell Jewish Defense League Jews know how dangerous they are,Québec Canada
annascanlon,2019-11-03 23:33,temasmith QueenMab NYPop RosalieVermeire I dont know about Canada as Ive not experienced the healthcare t httpstcoMXqNrYeQA,Milton Keynes England
jeanrsantiago,2019-11-03 23:33,"RT MommytaMaldita Goodmorning

No  by Nadine Lustre and Ruby Ibarra 

 iTunes Canada
RampBSoul genre

 httpstcoLJhDGNicT",NaN
Bobduke,2019-11-03 23:33,RT sunlorrie A dangerous new law Basically it turns what should be at worst a civil defamation case into a criminal matter Its using,NaN
HarryUnderwood,2019-11-03 23:33,RT BMcM How do states holding state leg elections this week stack up in terms of  of women serving as state legislators Not great,Columbus Georgia
orangefield,2019-11-03 23:33,GGJuliePayette Trudeau must go He did not win popular vote He is cause of west threatening to separate  Trudeau httpstcoKFhcoSfSp,NaN
Corrinestreetly,2019-11-03 23:33,RT CODART Rembrandt died OnThisDay  years ago Museums all over the world are celebrating the anniversary of his death with exhibiti,North West
PugsleySiegel,2019-11-03 23:33,RT levinepmc The complete and utter stupidity of Bill Morneaus comments are breathtaking When head offices move the spinoff effect of,Calgary Alberta
dianesbaker,2019-11-03 23:33,RT WendyBugliari Loveon elindburg JohnCEllenson lovetogive YDanasmithdutra arapaho janforney Veriphide sprzyslp platoin,Vancouver British Columbia
jessehitchcock,2019-11-03 23:33,And how Canadian political parties dont use it internally to elect their leaders either ,Halifax  PEI  Alberta
MarChapman,2019-11-03 23:33,"The truth that nobody will admit by PatriarchTree

I am neither a bot nor a Russian myself  My location is way httpstcowBMFKmH",United States
Skywatcherb,2019-11-03 23:33,"RT JacobiteJolly Canada is founded upon principles that recognize the supremacy of God and the rule of law

Stockwell Day httpstc",Canada
fredhickey,2019-11-03 23:33,RT janismullan Ha ha ha ha ha ha ha  To all of the asshats who vote Conservative in Alberta You deserve EVERYTHING you are about to loo,Toronto Ontario Canada
CDNDragon,2019-11-03 23:33,I once finished a fight in Edmonton Canada by exploding a mans ear robinblackmma while commentating the Dave httpstcoaiQrJbtct,The Heart of the Mountain
mariadohb,2019-11-03 23:33,RT invisiblepeople Ive visited Edmonton before but today was the st time I walked around downtown in Canadas freezing cold weather,NaN
MatzegOtto,2019-11-03 23:33,MStadnek Marvin our transfer payments would help us more in Alberta then helping Canada, Canmore Alberta 
gerritheikamp,2019-11-03 23:33,RT WeAreCanProud The demonization campaign against Canadas energy industry is making us the suckers of the world and other countries w,Calgary Alberta
MrBobLablah,2019-11-03 23:33,RT kritter Trudeau amp Obamas bromance Why havent Dems noticed these are two peas in a pod Trudeau is destroying Canada the same w,Middletown
BethJohnsonGA,2019-11-03 23:33,"RT ThePeakyBlinder Thomas Shelby MP is making waves in parliament and attracting some attention

All five series of PeakyBlinders ar",Atlanta GA
NabazShinky,2019-11-03 23:33,RT narinistan Canadian government is wrongfully deporting my friend who is subject to be hung in Iran for being an atheist Kurd Please r,NaN
KayV,2019-11-03 23:33,How muchis on Canadians hands under the B arms deal to Saudi Arabia under Harper More than  people kil httpstcoMzeOcFO,ConFord ON 
KJackottawa,2019-11-03 23:33,komeasy ABC So much to unpack there The US and Canada are made of successive waves immigrants from every cultur httpstcofofPYhjV,NaN
DustSpri,2019-11-03 23:33,RT bimvision Heads Up Canada Time to open your eyes amp realize Canada is being sold out by every Globalist politician httpstcouCpM,NaN
ArielTroster,2019-11-03 23:33,Making welcome signs for our new friends who arrive in Canada on Wednesday withrefugees RefugeesWelcome httpstcodKqbncS,ÜT 
yhys,2019-11-03 23:33,"skipandkissme lmao yeah
legit everyone myself included wants to stay with engcanada  
we were super close to httpstcogHPUPQKC",dimon sominic 
LuisFonseca,2019-11-03 23:33,RT Bandreescu  tho this szn has been insane Blessings on blessingsthank you God amp thank you to everyone who supports me throug,NaN
lyzithea,2019-11-03 23:33,RT BrazilianReport The Brazilian ruling aligns with similar decisions in the US and Canada Courts in all three countries determined th,Nevers France
GWayFUN,2019-11-03 23:33,Ahhh CONGRATS Quit the job who needs it youre going to the MCR reunion show haha,NaN
myIittlechicken,2019-11-03 23:33,Apparently America had left the front door unlocked when Canada came in  more like barged in  and now someone else was at the door,regret
AnnaAnthro,2019-11-03 23:33,RT FuzzyWuzzyTO apihtawikosisan Indeed httpstcolxPupWoz,Montréal Tiotiake
zezeburbur,2019-11-03 23:33,RT insideskating YuzuruHanyu made some history of his own in Kelowna  or as BrianOrser put it while waiting for the scores You may,NaN
mack,2019-11-03 23:33,"RT FPVaughanIII This is sick

Headline should be 

Judge Protects Those Who Groom Kids For Sex

Is grooming minors for sex something C",Strathcona County Alberta
SJCSWellesley,2019-11-03 23:33,"RT iantyson The calm before
OSLC  The Falls in Niagara Ontario Canada httpstcoahknrcysj", Wellesley St W Toronto
HopeAldridge,2019-11-03 23:33,RT sunnshiiny This is the Canada I know amp love What a sweet face and lucky parents to have such a wonderful son httpstcojsWZUnMsv,NaN
TwitrhrHayes,2019-11-03 23:33,zjlaing Russia interfered in Canadas election last month to try to get the right wing Conservative Andrew Scheer httpstcoyzRMXiJPvQ,Vancouver Island    British Columbia     Canada
ehtracie,2019-11-03 23:33,"RT FPVaughanIII This is sick

Headline should be 

Judge Protects Those Who Groom Kids For Sex

Is grooming minors for sex something C",NaN
benjamminking,2019-11-03 23:33,"RT barstoolsports Shut down Canada and start it all over

httpstcoJuvzzISQy",NaN
warriorabuelita,2019-11-03 23:33,ekonomy Idk man as far as i understand new York is crazy expensive And Canada is huge so be specific,aphrodites pum pum
Caro,2019-11-03 23:33,RT psmaggi Emergency PVAC slammed Please share and pledge now to rescue Please help a couple of these pups live  Killing for space,NaN
Sutter,2019-11-03 23:33,gregorykhillis Granted the US system is a mess and needs to change and the Canadian level of mediocrity would be b httpstcogJJrortD,NaN
lavoie,2019-11-03 23:33,AmyMek lisaturnerdecor In Canada I was listening to police scanner Police attending a domestic dispute later rep httpstcoHNHAsFy,British Columbia Canada
Blocked,2019-11-03 23:33,FAN MapleLeafs AirCanada Maybe Air Canada can sponsor all the Canadian teams instead of just Toronto,NaN
FaresL,2019-11-03 23:33,MeekMill Yo you ever gonna your in Canada askmeek,Calgary Alberta
NabealaS,2019-11-03 23:33,i would be SO happy here ,NaN
UAfoxtrot,2019-11-03 23:33,"RT tlshields Canadas seniors are becoming the new face of homelessness
Welcome to Trudeaus Canada where the folks that built this cou",NaN
bakken,2019-11-03 23:33,"RT mannyottawa WARNING  
If you are triggered about ClimateCrisis and as afraid as GretaThunberg dont read this tweet

China
",DewintonCalgary
CharlesBurns,2019-11-03 23:33,TherealTownzy AlbertaGrl Gnosens jkenney RachelNotley No I am not crabby guy just living in  The end of oi httpstcootLuySY,Sunshine Coast British Columbia Canada
Sunshin,2019-11-03 23:33,"RT LeonardRoxon Calgarybased Encana moving to US due to Trudeau Liberal hostile antiOil policies

Canada loses
Crazed alarmism amp th",NaN
Gnosens,2019-11-03 23:33,RT maureenpolitics Im at a total loss as to the hate geared toward the west I have always loved Canada but lately Im more and more uns,Nepewassi Lake
gerritheikamp,2019-11-03 23:33,RT FLSTC TorontoStar Now do Dreamy Justins favourite parasite Quebec The one hes willing to break the law for bjobs The one t,Calgary Alberta
PiluttiCathy,2019-11-03 23:33,katiewr rjonesx Rainbojangles JayGordonMDFAAP RealTimers Im in Canada  The year after the nasal flu httpstcowDAHRTmVHI,Mississauga Ontario
saintmarche,2019-11-03 23:33,RT RoyalCdnLegion Project Trauma Support is grateful to the Legion for this generous financial support These funds will allow us to off,Paris France
voodooguru,2019-11-03 23:33,"Waxing my board 
Downtown Capetown and Table Mountain are just over my shoulder Rockin my Canada shirt but  httpstcohFXkIiboF",Tofu Island BC Canada
orangefield,2019-11-03 23:33,RT presscoreca Liberals worried now more than ever about RCMP investigating Justin Trudeau for obstruction This statement by Liberal MPs,NaN
daanekenneth,2019-11-03 23:33,midnite I would but youre in Canada right,United States
ruttigert,2019-11-03 23:33,NucksOnNet Minutes Alberta owes  to national debt as we have been a contributor the entire time You had a li httpstcoBgGGtjVpa,Edmonton Alberta
JustinKahm,2019-11-03 23:33,RT sirjamesa This list called the cops on me for being too loud httpstcodpdrEgyv,Billings MT
SteveFi,2019-11-03 23:33,MonsterCa Got it covered Im takin canada over,Tweed Ontario
TheMightyStew,2019-11-03 23:33,"RT CoryBMorgan Energy companies in Alberta are not closing shop 

They are moving 

That is because there are vibrant and viable fossil",YYC
funnydidlaughL,2019-11-03 23:33,"RT roisale H SoW EDITION NA  PINS  BYLETH SWEATER GIVEAWAY

TampC 

  winner will be randomly selected via tweetdraw
 rt  reply",SheIt
FXRAMSMENSBBALL,2019-11-03 23:33,"RT NBACanada  Cousins from Canada 

 via okcthunder httpstconfQdbWSdh",Edmonton Alberta
antheajh,2019-11-03 23:33,RT CPSwoveland Yesterday the Alberta Separatists were carrying signs and speaking against socialism in Canada Guess help for truly needy,Toronto ON
nilsem,2019-11-03 23:33,roywoodjr Weed is legal in Canada this is what happens,North Carolina USA
NLSmith,2019-11-03 23:33,RT EngineersCanada Did you know that as an engineer in Canada you may be covered by Secondary Professional Liability Insurance This uniq,Nova Scotia Canada
johncrewpublic,2019-11-03 23:33,JaniceFiamengo Canada is a fascist police state Change my mind,United States
LeaCummings,2019-11-03 23:33,RT CaptainDick Watch what you tweet new election law chills speech say critics  CBC News httpstcoRMsGjuOFGJ  Wonderful law h,New Brunswick Canada
isokillaruss,2019-11-03 23:33,Id say fuck it and be a Mavs fan but Dallas is just as terrible as Canada,Your moms house
lorikaiser,2019-11-03 23:33,Doesnt deserve to be PM of Canada He is obviously a globalist and has seared his conscience doing only God knows httpstcoBEHidgLTPv,NaN
paulcuth,2019-11-03 23:33,RT AlwynFJH Twitter Im only telling you this bc in the Referendum my flatmates were from NZ Canada amp Australia and NONE of them knew t,Hitchin  London EU
CotillionParan,2019-11-03 23:33,RT PokkenCanada After contributing over  CAD to FrostFire s Pot bonus for PokkenTournamentDX  Ryced has sent a massive co,NaN
ThisNiggaQUE,2019-11-03 23:33,Thats it Im moving,  ODU
YPIADC,2019-11-03 23:33,Come join us on  for the next chapter of our Americas Election Series where we will discuss the results of the httpstcolbDCHcao,Washington DC Metro Area
janbear,2019-11-03 23:33,RT gilmcgowan Expert mocks wexit argument that Canada would be required to give a Alberta pipeline access to the sea The only thing th,Eastern Shore NS
tm,2019-11-03 23:34,RT TWilsonOttawa Adam Vaughan is just another far left activist politician living high on the hog with our money and using his urban pri,NaN
mrchefevans,2019-11-03 23:34,RT babyyyg Yall do this every year You hear theres gonna be snow in the weather forecast in NOVEMBER in CANADA why are you sur,Toronto Ontario
